StepNumber,Step,Unit,PartNumber,id,blend_item_code,trimmed_item_code,Unnamed: 4,Unnamed: 5
7,Infineum S956 ,lbs,100450,7,28200.B,28200B,,
8,Add Infineum SV265,gal,100424,8,28200.B,28200B,,
9,Add Infineum V 385,lbs,100422,9,28200.B,28200B,,
10,Agitate for 1 hour.,,,10,28200.B,28200B,,
11,Sample blend; label sample container; and deliver sample to QC Lab.,,,11,28200.B,28200B,,
12,Ensure that any agitators used have been turned off.,,,12,28200.B,28200B,,
13,Remove GHS labels from the mix vessel. ,,,13,28200.B,28200B,,
1,Gather the required materials.,,,1,28300.B,28300B,,
2,Verify that vessel is clean. ,,,2,28300.B,28300B,,
3,Apply GHS labels to the mix vessel.,,,3,28300.B,28300B,,
4,Charge vessel with Motiva Star 12,gals,100421G2,4,28300.B,28300B,,
5,Add INFINEUM S956 as the oil is circulating to the outside vessel.,gals,100450,5,28300.B,28300B,,
6,Add Ultra S8 as the oil is circulating to the outside vessel.,gals,100449,6,28300.B,28300B,,
7,Add Infineum V385,lbs,100422,7,28300.B,28300B,,
8,Agitate for 1 hour.,,,8,28300.B,28300B,,
9,Sample blend; label sample container; and deliver sample to QC Lab.,,,9,28300.B,28300B,,
10,Ensure that any agitators used have been turned off.,,,10,28300.B,28300B,,
11,Remove GHS labels from the mix vessel. ,,,11,28300.B,28300B,,
1,Gather the required materials.,,,1,28500.B,28500B,,
2,Verify that the vessel is clean. ,,,2,28500.B,28500B,,
3,Apply GHS labels to the mix vessel.,,,3,28500.B,28500B,,
4,Charge vessel with Motiva Star 12,gal,100421G2,4,28500.B,28500B,,
5,Add Motiva Star 4 ,gal,100427,5,28500.B,28500B,,
6,Add the Na-lube BL-1208,gal,030173,6,28500.B,28500B,,
7,Add Infineum SV 265,gal,100424,7,28500.B,28500B,,
8,Add Infineum V385,gal,100422,8,28500.B,28500B,,
9,Agitate for 1 hour.,,,9,28500.B,28500B,,
10,Sample blend; label sample container; and deliver sample to QC Lab.,,,10,28500.B,28500B,,
11,Ensure that any agitators used have been turned off.,,,11,28500.B,28500B,,
12,Remove GHS labels from the mix vessel. ,,,12,28500.B,28500B,,
1,Gather the required materials.,,,1,29100.B,29100B,,
2,Verify that the vessel is clean. ,,,2,29100.B,29100B,,
3,Apply GHS labels to the mix vessel.,,,3,29100.B,29100B,,
4,Motiva Star 12/AramcoPrima 600,gal,100421G2,4,29100.B,29100B,,
5,Add Spectrasyn Elite 150,gal,100421,5,29100.B,29100B,,
6,Add S956,lbs,100450,6,29100.B,29100B,,
7,Add Infineum V 385,lbs,100422,7,29100.B,29100B,,
8,Agitate for 1 hour.,,,8,29100.B,29100B,,
9,Sample blend; label sample container; and deliver sample to QC Lab.,,,9,29100.B,29100B,,
10,Ensure that any agitators used have been turned off.,,,10,29100.B,29100B,,
11,Remove GHS labels from the mix vessel. ,,,11,29100.B,29100B,,
1,Gather the required materials.,,,1,29200.B,29200B,,
2,Verify that the vessel is clean. ,,,2,29200.B,29200B,,
3,Apply GHS label to the mix vessel.,,,3,29200.B,29200B,,
4,Charge vessel with PAO - SpectraSyn 6,lbs,100462,4,29200.B,29200B,,
5,Start agitator.,,,5,29200.B,29200B,,
6,Add PAO - SpectraSyn 100,lbs,100451,6,29200.B,29200B,,
7,Add Synnesstic 5,lbs,100464,7,29200.B,29200B,,
8,Add IPAC 9833L ,lbs,100426,8,29200.B,29200B,,
9,Agitate for 1 hour.,,,9,29200.B,29200B,,
10,Sample blend; label sample container; and deliver sample to QC Lab.,,,10,29200.B,29200B,,
11,Ensure that any agitators used have been turned off.,,,11,29200.B,29200B,,
12,Remove GHS label from the mix vessel.,,,12,29200.B,29200B,,
1,Gather the required materials.,,,1,29700.B,29700B,,
2,Verify that the vessel is clean. ,,,2,29700.B,29700B,,
3,Apply GHS labels to the mix vessel.,,,3,29700.B,29700B,,
4,Charge vessel with Ultra S4,gal,100458,4,29700.B,29700B,,
5,Add Ultra S8,gal,100449,5,29700.B,29700B,,
6,Add Pao 40,gal,100450,6,29700.B,29700B,,
7,Add Infineum S956,lbs,100422,7,29700.B,29700B,,
8,Infineum SV 265,lbs,100424,8,29700.B,29700B,,
9,Infineum V 385,lbs,100422,9,29700.B,29700B,,
10,Ensure that any agitators used have been turned off.,,,10,29700.B,29700B,,
11,Remove GHS labels from the mix vessel. ,,,11,29700.B,29700B,,
1,Gather the required materials.,,,1,29800.B,29800B,,
2,Verify that the vessel is clean. ,,,2,29800.B,29800B,,
3,Apply GHS labels to the mix vessel.,,,3,29800.B,29800B,,
4,Charge vessel with Motiva Star 12/AramcoPrima 600),gal,100421G2,4,29800.B,29800B,,
5,Add Motiva Star 4 /Aramco Prima 100 ,gal,100427,5,29800.B,29800B,,
7,Add Infineum S956 ,lbs,100450,6,29800.B,29800B,,
8,Add Infineum SV265,gal,100424,7,29800.B,29800B,,
9,Add Infineum V385,lbs,100422,8,29800.B,29800B,,
10,Agitate for 1 hour.,,,9,29800.B,29800B,,
11,Sample blend; label sample container; and deliver sample to QC Lab.,,,10,29800.B,29800B,,
12,Ensure that any agitators used have been turned off.,,,11,29800.B,29800B,,
13,Remove GHS labels from the mix vessel. ,,,12,29800.B,29800B,,
1,Gather the required materials.,,,1,29900.B,29900B,,
2,Verify that the mix vessel is clean. ,,,2,29900.B,29900B,,
3,Apply GHS label to mix vessel. ,,,3,29900.B,29900B,,
4,Charge vessel with Motiva Star 12.,gal,100421G2,4,29900.B,29900B,,
5,Start agitator. ,,,5,29900.B,29900B,,
7,Add IPAC 9833L ,gal,100426,6,29900.B,29900B,,
8,Add Infineum SV 265,gal,100424,7,29900.B,29900B,,
9,Add Ipac T 506,lbs,100472,8,29900.B,29900B,,
10,Submit sample to lab to test viscosity before adding dye.,,,9,29900.B,29900B,,
11,Pump product to dedicated green dye mix vessel. ,,,10,29900.B,29900B,,
12,Polyisobutylene (PIB) ( 7.431 lb/gal ),gal,100425,11,29900.B,29900B,,
13,Agitate for 1 hour.,,,12,29900.B,29900B,,
14,Sample blend; label sample container; and deliver sample to QC Lab.,,,13,29900.B,29900B,,
15,Ensure that any agitators used have been turned off.,,,14,29900.B,29900B,,
16,Remove GHS label from mix vessel.,,,15,29900.B,29900B,,
1,Gather the required materials.,,,1,300355.B,300355B,,
2,Verify that the vessel is clean. ,,,2,300355.B,300355B,,
3,Apply GHS label to the mix vessel.,,,3,300355.B,300355B,,
4,Charge vessel with DI Water,gal,030143,4,300355.B,300355B,,
5,Ensure that the DI water pump is turned off.,,,5,300355.B,300355B,,
6,Start agitator,,,6,300355.B,300355B,,
7,Add Busan 1264,lbs,030146,7,300355.B,300355B,,
8,Add Wintrol MBT-50Na ,lbs,030165,8,300355.B,300355B,,
9,Add Bitrex Solution,lbs,100511,9,300355.B,300355B,,
10,Add Ethylene Glycol,gals,601015,10,300355.B,300355B,,
11,Agitate for 5 minutes.,,,11,300355.B,300355B,,
12,Sample blend; label sample container; and deliver sample to QC Lab.,,,12,300355.B,300355B,,
13,Ensure that any agitators used have been turned off.,,,13,300355.B,300355B,,
14,Remove GHS label from the mix vessel.,,,14,300355.B,300355B,,
1,Gather the required materials.,,,1,300357.B,300357B,,
2,Verify that the vessel is clean. ,,,2,300357.B,300357B,,
3,Apply GHS label to the mix vessel.,,,3,300357.B,300357B,,
4,Charge vessel with EG.,gal,601015,4,300357.B,300357B,,
5,Start agitator,,,5,300357.B,300357B,,
6,Add DI Water,gal,030143,6,300357.B,300357B,,
7,Ensure that the DI water pump is turned off.,,,7,300357.B,300357B,,
8,Add DKP,gal,030066,8,300357.B,300357B,,
9,Add Busan 1264,lbs,030146,9,300357.B,300357B,,
10,Add Chromatint 0218 Green Dye,grams,240011,10,300357.B,300357B,,
11,Add Uranine Yellow Dye,grams,240087,11,300357.B,300357B,,
12, Add Bitrex Solution,lbs,100511,12,300357.B,300357B,,
13,Agitate for 5 minutes.,,,13,300357.B,300357B,,
14,Sample blend; label sample container; and deliver sample to QC Lab.,,,14,300357.B,300357B,,
15,Ensure that any agitators used have been turned off.,,,15,300357.B,300357B,,
16,Remove GHS label from the mix vessel.,,,16,300357.B,300357B,,
1,Gather the required materials.,,,1,32500.B,32500B,,
2,Verify that the vessel is clean. ,,,2,32500.B,32500B,,
3,Apply GHS labels to the mix vessel.,,,3,32500.B,32500B,,
4,Charge vessel with water.,gal,WATER,4,32500.B,32500B,,
5,Add Busan 1264,lbs,030146,5,32500.B,32500B,,
6,Add Glycerine,gal,050000G,6,32500.B,32500B,,
7,Add DKP,gal,030066,7,32500.B,32500B,,
8,Add Chromatint Green 1707,grams,030181,8,32500.B,32500B,,
9,Agitate for 10 minutes.,,,9,32500.B,32500B,,
10,Sample blend; label sample container; and deliver sample to QC Lab.,,,10,32500.B,32500B,,
11,Ensure that any agitators used have been turned off.,,,11,32500.B,32500B,,
12,Remove GHS labels from the mix vessel. ,,,12,32500.B,32500B,,
1,Gather the required materials.,,,1,32700.B,32700B,,
2,Verify that the vessel is clean. ,,,2,32700.B,32700B,,
3,Apply GHS labels to the mix vessel.,,,3,32700.B,32700B,,
4,Charge vessel with water.,gal,WATER,4,32700.B,32700B,,
5,Add PG,gal,050000,5,32700.B,32700B,,
6,Add DKP,gal,030066,6,32700.B,32700B,,
7,Add DYE-Chromatint Red 40 C73024X,grams,050008,7,32700.B,32700B,,
8,Agitate for 10 minutes.,,,8,32700.B,32700B,,
9,Sample blend; label sample container; and deliver sample to QC Lab.,,,9,32700.B,32700B,,
10,Ensure that any agitators used have been turned off.,,,10,32700.B,32700B,,
11,Remove GHS labels from the mix vessel. ,,,11,32700.B,32700B,,
1,Gather the required materials.,,,1,32800.B,32800B,,
2,Verify that the vessel is clean. ,,,2,32800.B,32800B,,
3,Apply GHS labels to the mix vessel.,,,3,32800.B,32800B,,
4,Charge vessel with water.,gal,WATER,4,32800.B,32800B,,
5,Add PG,gal,050000,5,32800.B,32800B,,
6,Add DKP,gal,030066,6,32800.B,32800B,,
7,Add DYE-Chromatint Red 40 C73024X,grams,050008,7,32800.B,32800B,,
8,Agitate for 10 minutes.,,,8,32800.B,32800B,,
9,Sample blend; label sample container; and deliver sample to QC Lab.,,,9,32800.B,32800B,,
10,Ensure that any agitators used have been turned off.,,,10,32800.B,32800B,,
11,Remove GHS labels from the mix vessel. ,,,11,32800.B,32800B,,
1,Gather the required materials.,,,1,33200CONC.B ,33200CONCB ,,
2,Verify that the vessel is clean. ,,,2,33200CONC.B ,33200CONCB ,,
3,Apply GHS labels to the mix vessel.,,,3,33200CONC.B ,33200CONCB ,,
4,Charge vessel with PG.,gal,050000,4,33200CONC.B ,33200CONCB ,,
6,Start agitator.,,,5,33200CONC.B ,33200CONCB ,,
7,Agitate for 10 minutes.,,,6,33200CONC.B ,33200CONCB ,,
8,Add DYE-CHROMATINT BLUE 0408,grams,030112,7,33200CONC.B ,33200CONCB ,,
9,Add DYE - Chromatint Red 1887,grams,050017,8,33200CONC.B ,33200CONCB ,,
10,Add BTNN80,gal,030176,9,33200CONC.B ,33200CONCB ,,
11,Agitate for 20 minutes.,,,10,33200CONC.B ,33200CONCB ,,
12,Sample blend; label sample container; and deliver sample to QC Lab.,,,11,33200CONC.B ,33200CONCB ,,
13,Ensure that any agitators used have been turned off.,,,12,33200CONC.B ,33200CONCB ,,
14,Remove GHS labels from the mix vessel. ,,,13,33200CONC.B ,33200CONCB ,,
VW,Removed Polyglycol 112-2 4-20-23,,,14,33200CONC.B ,33200CONCB ,,
1,Gather the required materials.,,,1,33200DIL.B,33200DILB,,
2,Verify that the vessel is clean. ,,,2,33200DIL.B,33200DILB,,
3,Apply GHS labels to the mix vessel.,,,3,33200DIL.B,33200DILB,,
4,Charge vessel with PG.,gal,050000,4,33200DIL.B,33200DILB,,
5,Start agitator.,,,5,33200DIL.B,33200DILB,,
6,Agitate for 10 minutes.,,,6,33200DIL.B,33200DILB,,
7,Add DYE-CHROMATINT BLUE 0408,grams,030112,7,33200DIL.B,33200DILB,,
8,Add DYE - Chromatint Red 1887,grams,050017,8,33200DIL.B,33200DILB,,
9,Add BTNN80,gal,030176,9,33200DIL.B,33200DILB,,
10,Add DI Water,gal,030143,10,33200DIL.B,33200DILB,,
11,Ensure that the DI water pump is turned off.,,,11,33200DIL.B,33200DILB,,
12,Agitate for 20 minutes.,,,12,33200DIL.B,33200DILB,,
13,Sample blend; label sample container; and deliver sample to QC Lab.,,,13,33200DIL.B,33200DILB,,
14,Ensure that any agitators used have been turned off.,,,14,33200DIL.B,33200DILB,,
15,Remove GHS labels from the mix vessel. ,,,15,33200DIL.B,33200DILB,,
1,Gather the required materials.,,,1,33200DILRED.B,33200DILREDB,,
2,Verify that the vessel is clean. ,,,2,33200DILRED.B,33200DILREDB,,
3,Apply GHS labels to the mix vessel.,,,3,33200DILRED.B,33200DILREDB,,
4,Charge vessel with PG.,gal,050000,4,33200DILRED.B,33200DILREDB,,
6,Start agitator.,,,5,33200DILRED.B,33200DILREDB,,
7,Agitate for 10 minutes.,,,6,33200DILRED.B,33200DILREDB,,
8,Add Chromtech Red 40 C73024X,grams,050008,7,33200DILRED.B,33200DILREDB,,
9,Add BTNN80 slowly. ,gal,030176,8,33200DILRED.B,33200DILREDB,,
10,Add DI Water,gal,030143,9,33200DILRED.B,33200DILREDB,,
11,Ensure that the DI water pump is turned off.,,,10,33200DILRED.B,33200DILREDB,,
12,Agitate for 20 minutes.,,,11,33200DILRED.B,33200DILREDB,,
13,Sample blend; label sample container; and deliver sample to QC Lab.,,,12,33200DILRED.B,33200DILREDB,,
14,Ensure that any agitators used have been turned off.,,,13,33200DILRED.B,33200DILREDB,,
15,Remove GHS labels from the mix vessel. ,,,14,33200DILRED.B,33200DILREDB,,
1,Gather the required materials.,,,1,33300.B,33300B,,
2,Verify that the vessel is clean. ,,,2,33300.B,33300B,,
3,Apply GHS labels to the mix vessel.,,,3,33300.B,33300B,,
4,Charge vessel with water.,,WATER,4,33300.B,33300B,,
5,Add MetalGuard 81,,050015,5,33300.B,33300B,,
6,Add Chromatint Green 0218 dye,,240011,6,33300.B,33300B,,
7,Add Uranine C Dye (Keystone),,240087,7,33300.B,33300B,,
8,Sample blend; label sample container; and deliver sample to QC Lab.,,,8,33300.B,33300B,,
9,Ensure that any agitators used have been turned off.,,,9,33300.B,33300B,,
10,Remove GHS labels from the mix vessel.,,,10,33300.B,33300B,,
1,Gather the required materials.,,,1,33400.B,33400B,,
2,Verify that the vessel is clean. ,,,2,33400.B,33400B,,
3,Apply GHS labels to the mix vessel.,,,3,33400.B,33400B,,
4,Charge vessel with water.,,WATER,4,33400.B,33400B,,
5,Add MetalGuard 81,,050015,5,33400.B,33400B,,
6,Add Chromatint Green 0218 dye,,240011,6,33400.B,33400B,,
7,Add Uranine C Dye (Keystone),,240087,7,33400.B,33400B,,
8,Add Phosphoric Acid,,240079,8,33400.B,33400B,,
9,Using black wire locks; re-seal phosphoric acid tote.,,,9,33400.B,33400B,,
10,Sample blend; label sample container; and deliver sample to QC Lab.,,,10,33400.B,33400B,,
11,Ensure that any agitators used have been turned off.,,,11,33400.B,33400B,,
12,Remove GHS labels from the mix vessel. ,,,12,33400.B,33400B,,
1,Gather the required materials.,,,1,33500.B,33500B,,
2,Verify that the vessel is clean. ,,,2,33500.B,33500B,,
3,Apply GHS labels to the mix vessel.,,,3,33500.B,33500B,,
4,Charge vessel with EG.,gal,601015,4,33500.B,33500B,,
5,Start agitator.,,,5,33500.B,33500B,,
6,Add Liquidtint Yellow AF Dye,gal,030122,6,33500.B,33500B,,
7,Add BTNN80 slowly. ,lbs,030176,7,33500.B,33500B,,
8,Add Bitrex.,grams,100511,8,33500.B,33500B,,
9,Sample blend; label sample container; and deliver sample to QC Lab.,,,9,33500.B,33500B,,
10,Ensure that any agitators used have been turned off.,,,10,33500.B,33500B,,
11,Remove GHS labels from the mix vessel. ,,,11,33500.B,33500B,,
1,Gather the required materials.,,,1,33600.B,33600B,,
2,Verify that the vessel is clean. ,,,2,33600.B,33600B,,
3,Apply GHS labels to the mix vessel.,,,3,33600.B,33600B,,
4,Charge vessel with DI water.,,030143,4,33600.B,33600B,,
5,Ensure that the DI water pump is turned off.,,601015,5,33600.B,33600B,,
6,Add EG,,601015,6,33600.B,33600B,,
7,Start agitator.,,,7,33600.B,33600B,,
8,Add Liquidtint Yellow AF Dye,,030122,8,33600.B,33600B,,
9,Add BTNN80 slowly. ,,030176,9,33600.B,33600B,,
10,Add Bitrex.,,100511,10,33600.B,33600B,,
11,Sample blend; label sample container; and deliver sample to QC Lab.,,,11,33600.B,33600B,,
12,Ensure that any agitators used have been turned off.,,,12,33600.B,33600B,,
13,Remove GHS labels from the mix vessel. ,,,13,33600.B,33600B,,
1,Gather the required materials.,,,1,33700.B,33700B,,
2,Verify that the vessel is clean. ,,,2,33700.B,33700B,,
3,Apply GHS labels to the mix vessel.,,,3,33700.B,33700B,,
4,Charge vessel with water.,,WATER,4,33700.B,33700B,,
5,Add PG,gal,050000,5,33700.B,33700B,,
6,Add DNA,gal,031018,6,33700.B,33700B,,
7,Add Tween 20,lbs,031019,7,33700.B,33700B,,
8,Add Chromatech Red 40,grams,050008,8,33700.B,33700B,,
9,Agitate for 20 minutes.,,,9,33700.B,33700B,,
10,Sample blend; label sample container; and deliver sample to QC Lab.,,,10,33700.B,33700B,,
11,Ensure that any agitators used have been turned off.,,,11,33700.B,33700B,,
12,Remove GHS labels from the mix vessel. ,,,12,33700.B,33700B,,
1,Gather the required materials.,,,1,33900.B,33900B,,
2,Verify that the vessel is clean. ,,,2,33900.B,33900B,,
3,Apply GHS labels to the mix vessel.,,,3,33900.B,33900B,,
4,Charge vessel with water.,,WATER,4,33900.B,33900B,,
5,Add PG,gal,050000,5,33900.B,33900B,,
6,Add DNA,gal,031018,6,33900.B,33900B,,
7,Add Tween 20,lbs,031019,7,33900.B,33900B,,
8,Add Water,gal,,8,33900.B,33900B,,
9,Agitate for 20 minutes.,,,9,33900.B,33900B,,
10,Sample blend; label sample container; and deliver sample to QC Lab.,,,10,33900.B,33900B,,
11,Ensure that any agitators used have been turned off.,,,11,33900.B,33900B,,
12,Remove GHS labels from the mix vessel. ,,,12,33900.B,33900B,,
1,Gather the required materials.,,,1,44200.B,44200B,,
2,Verify that the vessel is clean. ,,,2,44200.B,44200B,,
3,Apply GHS labels to the mix vessel.,,,3,44200.B,44200B,,
4,Charge vessel with water.,gal,WATER,4,44200.B,44200B,,
5,Add Fibrosil -EM60-HG ,lbs,030164,5,44200.B,44200B,,
6,Add Coconut Fragrance,lbs,030003,6,44200.B,44200B,,
7,Add Preventol D7,lbs,030146P,7,44200.B,44200B,,
8,Add Eversorb Aqi,lbs,030110,8,44200.B,44200B,,
9,Add APS-342,lbs,100473,9,44200.B,44200B,,
10,Agitate for 20 minutes.,,,10,44200.B,44200B,,
11,Sample blend; label sample container; and deliver sample to QC Lab.,,,11,44200.B,44200B,,
12,Ensure that any agitators used have been turned off.,,,12,44200.B,44200B,,
13,Remove GHS labels from the mix vessel.,,,13,44200.B,44200B,,
1,Gather the required materials.,,,1,500400,500400,,
2,Verify that vessel is clean. ,,,2,500400,500400,,
3,Apply GHS label to the mix vessel.,,,3,500400,500400,,
4,Charge vessel with water.,gal,WATER,4,500400,500400,,
5,Start agitator.,,,5,500400,500400,,
6,Add Methanol,gal,500200,6,500400,500400,,
7,Add DYE-BLUE LACE 2325 50 KOCH IND,grams,030132,7,500400,500400,,
8,Agitate for 20 minutes.,,,8,500400,500400,,
9,Sample blend; label sample container; and deliver sample to QC Lab.,,,9,500400,500400,,
10,Ensure that any agitators used have been turned off.,,,10,500400,500400,,
11,Remove GHS label from the mix vessel.,,,11,500400,500400,,
1,Gather the required materials.,,,1,500420,500420,,
2,Verify that vessel is clean. ,,,2,500420,500420,,
3,Apply GHS label to the mix vessel.,,,3,500420,500420,,
4,Charge vessel with water.,,WATER,4,500420,500420,,
5,Start agitator.,,,5,500420,500420,,
6,Add Methanol,,500200,6,500420,500420,,
7,Add DYE-BLUE LACE 2325 50 KOCH IND,,030132,7,500420,500420,,
8,Agitate for 20 minutes.,,,8,500420,500420,,
9,Sample blend; label sample container; and deliver sample to QC Lab.,,,9,500420,500420,,
10,Ensure that any agitators used have been turned off.,,,10,500420,500420,,
11,Remove GHS label from the mix vessel.,,,11,500420,500420,,
1,Gather the required materials.,,,1,500500,500500,,
2,Verify that vessel is clean. ,,,2,500500,500500,,
3,Apply GHS label to the mix vessel.,,,3,500500,500500,,
4,Charge vessel with water.,,WATER,4,500500,500500,,
5,Start agitator.,,,5,500500,500500,,
6,Add Methanol,,500200,6,500500,500500,,
7,Add DYE-BLUE LACE 2325 50 KOCH IND,,030132,7,500500,500500,,
8,Agitate for 20 minutes.,,,8,500500,500500,,
9,Sample blend; label sample container; and deliver sample to QC Lab.,,,9,500500,500500,,
10,Ensure that any agitators used have been turned off.,,,10,500500,500500,,
11,Remove GHS label from the mix vessel.,,,11,500500,500500,,
1,Gather the required materials.,,,1,500501,500501,,
2,Verify that vessel is clean. ,,,2,500501,500501,,
3,Apply GHS label to the mix vessel.,,,3,500501,500501,,
4,Charge vessel with water.,,WATER,4,500501,500501,,
5,Start agitator.,,,5,500501,500501,,
6,Add Preventol,,030146P,6,500501,500501,,
7,Add Methanol,,500200,7,500501,500501,,
